sample_id,superkingdom,kingdom,phylum,class,order,family,genus,species,taxonomic_read_index,taxonomic_read_raw,taxonomic_pa,metazoa_terrestrial,metazoa_holoplankton
GH122,Eukaryota,Metazoa,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,0,0,0,1,0
GH122,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,Myoxocephalus jaok,0,0,0,1,0
GH122,Bacteria,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
GH122,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros diadema,0,0,0,1,0
GH122,Eukaryota,Metazoa,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,Squalus suckleyi,0,0,0,1,0
GH122,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,0,0,0,1,0
GH122,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Artedius,Artedius lateralis,0,0,0,1,0
GH122,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis fucensis,0,0,0,1,0
GH122,Eukaryota,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
GH122,Bacteria,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
GH122,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia striata,0,0,0,0,0
GH122,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,0,0,0,0,0
GH122,Eukaryota,Metazoa,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,0,0,0,0,0
GH122,Bacteria,NA,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA,0,0,0,0,0
GH122,Eukaryota,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Amphistichus,Amphistichus argenteus,0,0,0,0,0
GH122,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,Leptocylindrus danicus,0,0,0,0,0
GH122,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes babcocki,0,0,0,0,0
GH122,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,0,0,0,1,0
GH122,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,0,0,0,1,0
GH122,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros diadema,0,0,0,0,0
GH122,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus clarkii lewisi,0,0,0,0,0
GH122,Eukaryota,Chromista,Foraminifera,NA,Rotaliida,NA,Virgulinella,Virgulinella fragilis,0,0,0,0,0
GH122,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,0,0,0,0,0
GH122,Eukaryota,Chromista,Bacillariophyta,NA,NA,NA,NA,NA,0,0,0,0,0
GH122,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,0,0,0,1,0
GH122,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys decurrens,0,0,0,0,0
GH122,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,NA,0.36363636363636365,8,1,0,0
GH122,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Triceratiales,Plagiogrammaceae,Psammoneis,Psammoneis obaidii,0,0,0,0,0
GH122,Eukaryota,Metazoa,Chordata,Actinopteri,Osmeriformes,Osmeridae,Hypomesus,Hypomesus pretiosus,0,0,0,0,0
GH122,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,Mirounga angustirostris,0,0,0,0,0
GH122,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA,0,0,0,0,0
GH122,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,0,0,0,0,0
GH122,Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Clevelandia,Clevelandia ios,0.2,3,1,0,0
GH122,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,NA,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,2.7828993063941527e-7,28,1,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,0.001716654754009606,6541,1,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis laeta,2.7826125140793523e-6,73,1,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes baramenuke,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,0.001013242146301962,9930,1,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Embiotoca,Embiotoca lateralis,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,4.3219715903508994e-6,26,1,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos agrammus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys sordidus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,1.9019457464381872e-5,34,1,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Enophrys,Enophrys bison,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Hemilepidotus,Hemilepidotus hemilepidotus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes caurinus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys stigmaeus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,0,0,0,0,0
GH123,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Artedius,Artedius harringtoni,7.083749235277071e-5,33,1,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus cognatus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Pholidae,Apodichthys,Apodichthys flavidus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes entomelas,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Bathymasteridae,Ronquilus,Ronquilus jordani,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Clinocottus,Clinocottus globiceps,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Aulorhynchidae,Aulorhynchus,Aulorhynchus flavidus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Stichaeidae,Lumpenus,Lumpenus sagitta,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Brachyistius,Brachyistius frenatus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Hexagrammidae,Oxylebius,Oxylebius pictus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,Myoxocephalus jaok,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis florae,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Gobiesocidae,Gobiesox,Gobiesox maeandricus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarrhichthys,Anarrhichthys ocellatus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus asper,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Artedius,Artedius fenestralis,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,0.007520720351990177,735,1,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Jordaniidae,Jordania,Jordania zonope,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Hexagrammidae,Ophiodon,Ophiodon elongatus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Isopsetta,Isopsetta isolepis,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus hippoglossus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes nebulosus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Clinocottus,Clinocottus acuticeps,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus malma,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Oligocottus,Oligocottus maculosus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys coenosus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Pholidae,NA,NA,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Belonidae,Cololabis,Cololabis saira,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus pacificus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Hemilepidotus,Hemilepidotus spinosus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastolobus,Sebastolobus macrochir,0.5,7578,1,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes nigrocinctus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Ascelichthys,Ascelichthys rhodorus,0.0014400677678949598,34,1,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes paucispinis,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Molidae,Mola,Mola mola,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis crassispina,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis mucosus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Clinidae,Gibbonsia,Gibbonsia montereyensis,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Agonidae,Nautichthys,Nautichthys oculofasciatus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Artedius,Artedius lateralis,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus levanidovi,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes crameri,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Molidae,Mola,NA,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Chondrichthyes,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus colliei,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Rhacochilus,Rhacochilus vacca,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Lepidogobius,Lepidogobius lepidus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes mentella,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Trichodontidae,Trichodon,Trichodon trichodon,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes trivittatus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Phocoenidae,Phocoena,Phocoena phocoena,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Chitonotus,Chitonotus pugetensis,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Agonidae,Odontopyxis,Odontopyxis trispinosa,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis ornata,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Stomiiformes,Stomiidae,Tactostoma,Tactostoma macropus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Lepidopsetta,Lepidopsetta bilineata,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Zoarcidae,Lycodopsis,Lycodopsis pacificus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Synchirus,Synchirus gilli,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Liparidae,Polypera,Polypera greeni,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos otakii,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,NA,NA,NA,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Myctophiformes,Myctophidae,Nannobrachium,Nannobrachium regale,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,Stenobrachius nannochir,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,Diaphus theta,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Eschrichtiidae,Eschrichtius,Eschrichtius robustus,0,0,0,1,0
GH123,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes marinus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Agonidae,Blepsias,Blepsias cirrhosus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Gadidae,Microgadus,Microgadus proximus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Osmeriformes,Osmeridae,Thaleichthys,Thaleichthys pacificus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,Squalus suckleyi,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera physalus,0,0,0,1,0
GH123,Eukaryota,Metazoa,Echinodermata,Asteroidea,Valvatida,Poraniidae,Dermasterias,Dermasterias imbricata,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Ptilichthyidae,Ptilichthys,Ptilichthys goodei,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,0.001716654754009606,6541,1,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis laeta,2.7826125140793523e-6,73,1,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Hemilepidotus,Hemilepidotus hemilepidotus,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Artedius,Artedius fenestralis,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys sordidus,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes baramenuke,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,4.3219715903508994e-6,26,1,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes entomelas,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Eopsetta,Eopsetta jordani,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Phocoenidae,Phocoena,NA,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Pholidae,Apodichthys,NA,0,0,0,0,0
GH123,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,0.09047619047619047,19,1,0,0
GH123,Eukaryota,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Agonidae,Agonopsis,Agonopsis vulsa,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,Myoxocephalus jaok,0,0,0,1,0
GH123,Bacteria,NA,NA,NA,NA,NA,NA,NA,0.051981200875131674,31,1,1,0
GH123,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros diadema,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,Squalus suckleyi,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Artedius,Artedius lateralis,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis fucensis,0,0,0,1,0
GH123,Eukaryota,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
GH123,Bacteria,NA,NA,NA,NA,NA,NA,NA,0.051981200875131674,31,1,0,0
GH123,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia striata,0,0,0,0,0
GH123,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,0.20192307692307693,21,1,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,0,0,0,0,0
GH123,Bacteria,NA,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Amphistichus,Amphistichus argenteus,0,0,0,0,0
GH123,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,Leptocylindrus danicus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes babcocki,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,0,0,0,1,0
GH123,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros diadema,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus clarkii lewisi,0,0,0,0,0
GH123,Eukaryota,Chromista,Foraminifera,NA,Rotaliida,NA,Virgulinella,Virgulinella fragilis,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,0,0,0,0,0
GH123,Eukaryota,Chromista,Bacillariophyta,NA,NA,NA,NA,NA,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,0,0,0,1,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys decurrens,0,0,0,0,0
GH123,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,NA,0,0,0,0,0
GH123,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Triceratiales,Plagiogrammaceae,Psammoneis,Psammoneis obaidii,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Osmeriformes,Osmeridae,Hypomesus,Hypomesus pretiosus,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,Mirounga angustirostris,0,0,0,0,0
GH123,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA,0,0,0,0,0
GH123,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Clevelandia,Clevelandia ios,0,0,0,0,0
GH123,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,NA,0,0,0,0,0
